Id,title,description,link,price,brand,condition,image_link,gtin,shipping,product_type,google_product_category,color,size,mpn,"age group",gender,availability,c:druse:boolean,item_group_id
EMOSF00503L1309,"Kotka Sofa 1 Seater with Armrest (Tuxedo)","<p>Butuh waktu sejenak untuk bersantai setelah menghabiskan waktu seharian dari tempat Anda bekerja? Varian <strong>Kotka</strong> ini ada untuk dinikmati Anda sendiri, sambil menonton acara favorit di televisi. Dengan indoor foam dan indoor fabric upholstery yang pastinya bisa memanjakan Anda, <strong>Kotka</strong> akan menjadi pilihan terbaik Anda untuk menghabiskan waktu sendirian, terlepas dari kesibukan sehari-hari.</p>",http://fabelio.com/kotka-sofa-1-seater-with-armrest-tuxedo.html,2399000,,,http://fabelio.com/media/catalog/product/k/o/kotka-sofa-1s-tuxedo-1.jpg,,,simple,,Black,,,,,1,,
EMOSF00503L1310,"Kotka Sofa 1 Seater with Armrest (Chilly)","<p>Butuh waktu sejenak untuk bersantai setelah menghabiskan waktu seharian dari tempat Anda bekerja? Varian <strong>Kotka</strong> ini ada untuk dinikmati Anda sendiri, sambil menonton acara favorit di televisi. Dengan indoor foam dan indoor fabric upholstery yang pastinya bisa memanjakan Anda, <strong>Kotka</strong> akan menjadi pilihan terbaik Anda untuk menghabiskan waktu sendirian, terlepas dari kesibukan sehari-hari.</p>",http://fabelio.com/kotka-sofa-1-seater-with-armrest-chilly.html,2399000,,,http://fabelio.com/media/catalog/product/k/o/kotka-sofa-1s-chilly-1.jpg,,,simple,,Red,,,,,1,,
EMOSF00503L1311,"Kotka Sofa 1 Seater with Armrest (Basil)","<p>Butuh waktu sejenak untuk bersantai setelah menghabiskan waktu seharian dari tempat Anda bekerja? Varian <strong>Kotka</strong> ini ada untuk dinikmati Anda sendiri, sambil menonton acara favorit di televisi. Dengan indoor foam dan indoor fabric upholstery yang pastinya bisa memanjakan Anda, <strong>Kotka</strong> akan menjadi pilihan terbaik Anda untuk menghabiskan waktu sendirian, terlepas dari kesibukan sehari-hari.</p>",http://fabelio.com/kotka-sofa-1-seater-with-armrest-basil.html,2399000,,,http://fabelio.com/media/catalog/product/k/o/kotka-sofa-1s-basil-1.jpg,,,simple,,Green,,,,,1,,
EMOSF00503L1312,"Kotka Sofa 1 Seater with Armrest (Ocean)","<p>Butuh waktu sejenak untuk bersantai setelah menghabiskan waktu seharian dari tempat Anda bekerja? Varian <strong>Kotka</strong> ini ada untuk dinikmati Anda sendiri, sambil menonton acara favorit di televisi. Dengan indoor foam dan indoor fabric upholstery yang pastinya bisa memanjakan Anda, <strong>Kotka</strong> akan menjadi pilihan terbaik Anda untuk menghabiskan waktu sendirian, terlepas dari kesibukan sehari-hari.</p>",http://fabelio.com/kotka-sofa-1-seater-with-armrest-ocean.html,2399000,,,http://fabelio.com/media/catalog/product/k/o/kotka-sofa-1s-ocean-1.jpg,,,simple,,Blue,,,,,1,,
EMOSF00503L2303,"Kotka Sofa 2 Seater with Armrest (Vanilla)","<p>Jalanan macet di Malam Minggu, tapi Anda menginginkan waktu berduaan dengan pasangan terkasih pastinya menjadi salah satu hal paling menyebalkan. Habiskan waktu berdua dengan menonton film favorit Anda sambil bersantai dengan <strong>Kotka</strong>. Menggunakan indoor foam dan indoor fabric upholstery yang dapat memastikan kenyamanan saat bersantai, serta kaki sofa yang terbuat dari kayu jati solid, <strong>Kotka</strong> yang didesain untuk 2 orang ini bisa menjadi teman terbaik Anda di Malam Minggu.</p>

",http://fabelio.com/kotka-sofa-2-seater-with-armrest-vanilla.html,4499000,,,http://fabelio.com/media/catalog/product/k/o/kotka-sofa-2s-vanilla-1.jpg,,,simple,,Khaki,,,,,1,,
EMOSF00503L2306,"Kotka Sofa 2 Seater with Armrest (Croco)","<p>Jalanan macet di Malam Minggu, tapi Anda menginginkan waktu berduaan dengan pasangan terkasih pastinya menjadi salah satu hal paling menyebalkan. Habiskan waktu berdua dengan menonton film favorit Anda sambil bersantai dengan <strong>Kotka</strong>. Menggunakan indoor foam dan indoor fabric upholstery yang dapat memastikan kenyamanan saat bersantai, serta kaki sofa yang terbuat dari kayu jati solid, <strong>Kotka</strong> yang didesain untuk 2 orang ini bisa menjadi teman terbaik Anda di Malam Minggu.</p>

",http://fabelio.com/kotka-sofa-2-seater-with-armrest-croco.html,4499000,,,http://fabelio.com/media/catalog/product/k/o/kotka-sofa-2s-crocco-1.jpg,,,simple,,Brown,,,,,1,,
EMOSF00503L2309,"Kotka Sofa 2 Seater with Armrest (Tuxedo)","<p>Jalanan macet di Malam Minggu, tapi Anda menginginkan waktu berduaan dengan pasangan terkasih pastinya menjadi salah satu hal paling menyebalkan. Habiskan waktu berdua dengan menonton film favorit Anda sambil bersantai dengan <strong>Kotka</strong>. Menggunakan indoor foam dan indoor fabric upholstery yang dapat memastikan kenyamanan saat bersantai, serta kaki sofa yang terbuat dari kayu jati solid, <strong>Kotka</strong> yang didesain untuk 2 orang ini bisa menjadi teman terbaik Anda di Malam Minggu.</p>


",http://fabelio.com/kotka-sofa-2-seater-with-armrest-tuxedo.html,4499000,,,http://fabelio.com/media/catalog/product/k/o/kotka-sofa-2s-tuxedo-1.jpg,,,simple,,Black,,,,,1,,
EMOSF00503L2310,"Kotka Sofa 2 Seater with Armrest (Chilly)","<p>Jalanan macet di Malam Minggu, tapi Anda menginginkan waktu berduaan dengan pasangan terkasih pastinya menjadi salah satu hal paling menyebalkan. Habiskan waktu berdua dengan menonton film favorit Anda sambil bersantai dengan <strong>Kotka</strong>. Menggunakan indoor foam dan indoor fabric upholstery yang dapat memastikan kenyamanan saat bersantai, serta kaki sofa yang terbuat dari kayu jati solid, <strong>Kotka</strong> yang didesain untuk 2 orang ini bisa menjadi teman terbaik Anda di Malam Minggu.</p>

",http://fabelio.com/kotka-sofa-2-seater-with-armrest-chilly.html,4499000,,,http://fabelio.com/media/catalog/product/k/o/kotka-sofa-2s-chilly-1.jpg,,,simple,,Red,,,,,1,,
EMOSF00503L2311,"Kotka Sofa 2 Seater with Armrest (Basil)","<p>Jalanan macet di Malam Minggu, tapi Anda menginginkan waktu berduaan dengan pasangan terkasih pastinya menjadi salah satu hal paling menyebalkan. Habiskan waktu berdua dengan menonton film favorit Anda sambil bersantai dengan <strong>Kotka</strong>. Menggunakan indoor foam dan indoor fabric upholstery yang dapat memastikan kenyamanan saat bersantai, serta kaki sofa yang terbuat dari kayu jati solid, <strong>Kotka</strong> yang didesain untuk 2 orang ini bisa menjadi teman terbaik Anda di Malam Minggu.</p>


",http://fabelio.com/kotka-sofa-2-seater-with-armrest-basil.html,4499000,,,http://fabelio.com/media/catalog/product/k/o/kotka-sofa-2s-basil-1.jpg,,,simple,,Green,,,,,1,,
EMOSF00503L2312,"Kotka Sofa 2 Seater with Armrest (Ocean)","<p>Jalanan macet di Malam Minggu, tapi Anda menginginkan waktu berduaan dengan pasangan terkasih pastinya menjadi salah satu hal paling menyebalkan. Habiskan waktu berdua dengan menonton film favorit Anda sambil bersantai dengan <strong>Kotka</strong>. Menggunakan indoor foam dan indoor fabric upholstery yang dapat memastikan kenyamanan saat bersantai, serta kaki sofa yang terbuat dari kayu jati solid, <strong>Kotka</strong> yang didesain untuk 2 orang ini bisa menjadi teman terbaik Anda di Malam Minggu.</p>


",http://fabelio.com/kotka-sofa-2-seater-with-armrest-ocean.html,4499000,,,http://fabelio.com/media/catalog/product/k/o/kotka-sofa-2s-ocean-1.jpg,,,simple,,Blue,,,,,1,,
EMOSF00503L3303,"Kotka Sofa 3 Seater with Armrest (Vanilla)","<p>Duduk bersama teman-teman tercinta saat menonton siaran olahraga favorit? Atau bermain video game sampai larut malam? Dengan indoor foam dan indoor fabric upholstery yang bisa menambah kenyamanan serta kaki sofa dari solidwood teak, <strong>Kotka</strong> yang didesain untuk 3 orang akan membuat keakraban Anda bersama teman-teman semakin meriah.</p>",http://fabelio.com/kotka-sofa-3-seater-with-armrest-vanilla.html,6499000,,,http://fabelio.com/media/catalog/product/k/o/kotka-sofa-3s-vanilla-1.jpg,,,simple,,Khaki,,,,,1,,
EMOSF00503L3306,"Kotka Sofa 3 Seater with Armrest (Croco)","<p>Duduk bersama teman-teman tercinta saat menonton siaran olahraga favorit? Atau bermain video game sampai larut malam? Dengan indoor foam dan indoor fabric upholstery yang bisa menambah kenyamanan serta kaki sofa dari solidwood teak, <strong>Kotka</strong> yang didesain untuk 3 orang akan membuat keakraban Anda bersama teman-teman semakin meriah.</p>",http://fabelio.com/kotka-sofa-3-seater-with-armrest-croco.html,6499000,,,http://fabelio.com/media/catalog/product/k/o/kotka-sofa-3s-crocco-1_1.jpg,,,simple,,Brown,,,,,1,,
EMOSF00503L3309,"Kotka Sofa 3 Seater with Armrest (Tuxedo)","<p>Duduk bersama teman-teman tercinta saat menonton siaran olahraga favorit? Atau bermain video game sampai larut malam? Dengan indoor foam dan indoor fabric upholstery yang bisa menambah kenyamanan serta kaki sofa dari solidwood teak, <strong>Kotka</strong> yang didesain untuk 3 orang akan membuat keakraban Anda bersama teman-teman semakin meriah.</p>",http://fabelio.com/kotka-sofa-3-seater-with-armrest-tuxedo.html,6499000,,,http://fabelio.com/media/catalog/product/k/o/kotka-sofa-3s-tuxedo-1.jpg,,,simple,,Black,,,,,1,,
EMOSF00503L3310,"Kotka Sofa 3 Seater with Armrest (Chilly)","<p>Duduk bersama teman-teman tercinta saat menonton siaran olahraga favorit? Atau bermain video game sampai larut malam? Dengan indoor foam dan indoor fabric upholstery yang bisa menambah kenyamanan serta kaki sofa dari solidwood teak, <strong>Kotka</strong> yang didesain untuk 3 orang akan membuat keakraban Anda bersama teman-teman semakin meriah.</p>",http://fabelio.com/kotka-sofa-3-seater-with-armrest-chilly.html,6499000,,,http://fabelio.com/media/catalog/product/k/o/kotka-sofa-3s-chilly-1_1.jpg,,,simple,,Red,,,,,1,,
EMOSF00503L3311,"Kotka Sofa 3 Seater with Armrest (Basil)","<p>Duduk bersama teman-teman tercinta saat menonton siaran olahraga favorit? Atau bermain video game sampai larut malam? Dengan indoor foam dan indoor fabric upholstery yang bisa menambah kenyamanan serta kaki sofa dari solidwood teak, <strong>Kotka</strong> yang didesain untuk 3 orang akan membuat keakraban Anda bersama teman-teman semakin meriah.</p>",http://fabelio.com/kotka-sofa-3-seater-with-armrest-basil.html,6499000,,,http://fabelio.com/media/catalog/product/k/o/kotka-sofa-3s-basil-1.jpg,,,simple,,Green,,,,,1,,
EMOSF00503L3312,"Kotka Sofa 3 Seater with Armrest (Ocean)","<p>Duduk bersama teman-teman tercinta saat menonton siaran olahraga favorit? Atau bermain video game sampai larut malam? Dengan indoor foam dan indoor fabric upholstery yang bisa menambah kenyamanan serta kaki sofa dari solidwood teak, <strong>Kotka</strong> yang didesain untuk 3 orang akan membuat keakraban Anda bersama teman-teman semakin meriah.</p>",http://fabelio.com/kotka-sofa-3-seater-with-armrest-ocean.html,6499000,,,http://fabelio.com/media/catalog/product/k/o/kotka-sofa-3s-ocean-1.jpg,,,simple,,Blue,,,,,1,,
EMOSF00501L2160,"Taby Sofa 2 Seater (Gail)","<p>Jadikan ruang tamu rumah dan kantor Anda sebagai tempat yang nyaman untuk dikunjungi dengan <strong>Taby Sofa</strong>. Dilengkapi sandaran tangan di kedua sisinya, <strong>T</strong><strong>aby Sofa</strong> membuat siapapun yang mendudukinya merasa rileks dan betah berlama-lama. Ukurannya yang luas juga memungkinkan&nbsp;Anda menerima lebih banyak sahabat dan kerabat di rumah. <strong>Taby Sofa</strong> disangga oleh kaki berbahan kayu yang menampilkan kesan hangat tetapi dinamis di ruang tamu Anda.</p>",http://fabelio.com/taby-sofa-2-seater-gail.html,3899000,,,http://fabelio.com/media/catalog/product/t/a/taby-2-seater-gail-1.jpg,,,simple,,Grey,,,,,1,,
EMOSF00501L2301,"Taby Sofa 2 Seater (Natural White)","<p>Jadikan ruang tamu rumah dan kantor Anda sebagai tempat yang nyaman untuk dikunjungi dengan <strong>Taby Sofa</strong>. Dilengkapi sandaran tangan di kedua sisinya, <strong>T</strong><strong>aby Sofa</strong> membuat siapapun yang mendudukinya merasa rileks dan betah berlama-lama. Ukurannya yang luas juga memungkinkan&nbsp;Anda menerima lebih banyak sahabat dan kerabat di rumah. <strong>Taby Sofa</strong> disangga oleh kaki berbahan kayu yang menampilkan kesan hangat tetapi dinamis di ruang tamu Anda.</p>",http://fabelio.com/taby-sofa-2-seater-natural-white.html,3899000,,,http://fabelio.com/media/catalog/product/t/a/taby-natural-1.jpg,,,simple,,White,,,,,1,,
EMOSF00501L2305,"Taby Sofa 2 Seater (Earth)","<p>Jadikan ruang tamu rumah dan kantor Anda sebagai tempat yang nyaman untuk dikunjungi dengan <strong>Taby Sofa</strong>. Dilengkapi sandaran tangan di kedua sisinya, <strong>T</strong><strong>aby Sofa</strong> membuat siapapun yang mendudukinya merasa rileks dan betah berlama-lama. Ukurannya yang luas juga memungkinkan&nbsp;Anda menerima lebih banyak sahabat dan kerabat di rumah. <strong>Taby Sofa</strong> disangga oleh kaki berbahan kayu yang menampilkan kesan hangat tetapi dinamis di ruang tamu Anda.</p>",http://fabelio.com/taby-sofa-2-seater-earth.html,3899000,,,http://fabelio.com/media/catalog/product/t/a/taby-earth-1.jpg,,,simple,,Brown,,,,,1,,
EMOSF00501L2303,"Taby Sofa 2 Seater (Vanilla)","<p>Jadikan ruang tamu rumah dan kantor Anda sebagai tempat yang nyaman untuk dikunjungi dengan <strong>Taby Sofa</strong>. Dilengkapi sandaran tangan di kedua sisinya, <strong>T</strong><strong>aby Sofa</strong> membuat siapapun yang mendudukinya merasa rileks dan betah berlama-lama. Ukurannya yang luas juga memungkinkan&nbsp;Anda menerima lebih banyak sahabat dan kerabat di rumah. <strong>Taby Sofa</strong> disangga oleh kaki berbahan kayu yang menampilkan kesan hangat tetapi dinamis di ruang tamu Anda.</p>",http://fabelio.com/taby-sofa-2-seater-vanilla.html,3899000,,,http://fabelio.com/media/catalog/product/t/a/taby-vanilla-1.jpg,,,simple,,Khaki,,,,,1,,
EMOSF00501L2306,"Taby Sofa 2 Seater (Croco)","<p>Jadikan ruang tamu rumah dan kantor Anda sebagai tempat yang nyaman untuk dikunjungi dengan <strong>Taby Sofa</strong>. Dilengkapi sandaran tangan di kedua sisinya, <strong>T</strong><strong>aby Sofa</strong> membuat siapapun yang mendudukinya merasa rileks dan betah berlama-lama. Ukurannya yang luas juga memungkinkan&nbsp;Anda menerima lebih banyak sahabat dan kerabat di rumah. <strong>Taby Sofa</strong> disangga oleh kaki berbahan kayu yang menampilkan kesan hangat tetapi dinamis di ruang tamu Anda.</p>",http://fabelio.com/taby-sofa-2-seater-croco.html,3899000,,,http://fabelio.com/media/catalog/product/t/a/taby-crocco-2.jpg,,,simple,,Brown,,,,,1,,
EMOSF00501L2309,"Taby Sofa 2 Seater (Tuxedo)","<p>Jadikan ruang tamu rumah dan kantor Anda sebagai tempat yang nyaman untuk dikunjungi dengan <strong>Taby Sofa</strong>. Dilengkapi sandaran tangan di kedua sisinya, <strong>T</strong><strong>aby Sofa</strong> membuat siapapun yang mendudukinya merasa rileks dan betah berlama-lama. Ukurannya yang luas juga memungkinkan&nbsp;Anda menerima lebih banyak sahabat dan kerabat di rumah. <strong>Taby Sofa</strong> disangga oleh kaki berbahan kayu yang menampilkan kesan hangat tetapi dinamis di ruang tamu Anda.</p>",http://fabelio.com/taby-sofa-2-seater-tuxedo.html,3899000,,,http://fabelio.com/media/catalog/product/t/a/taby-tuxedo-2.jpg,,,simple,,Black,,,,,1,,
EMOSF00501L2310,"Taby Sofa 2 Seater (Chilly)","<p>Jadikan ruang tamu rumah dan kantor Anda sebagai tempat yang nyaman untuk dikunjungi dengan <strong>Taby Sofa</strong>. Dilengkapi sandaran tangan di kedua sisinya, <strong>T</strong><strong>aby Sofa</strong> membuat siapapun yang mendudukinya merasa rileks dan betah berlama-lama. Ukurannya yang luas juga memungkinkan&nbsp;Anda menerima lebih banyak sahabat dan kerabat di rumah. <strong>Taby Sofa</strong> disangga oleh kaki berbahan kayu yang menampilkan kesan hangat tetapi dinamis di ruang tamu Anda.</p>",http://fabelio.com/taby-sofa-2-seater-chilly.html,3899000,,,http://fabelio.com/media/catalog/product/t/a/taby-chilly-2.jpg,,,simple,,Red,,,,,1,,
EMOSF00501L2311,"Taby Sofa 2 Seater (Basil)","<p>Jadikan ruang tamu rumah dan kantor Anda sebagai tempat yang nyaman untuk dikunjungi dengan <strong>Taby Sofa</strong>. Dilengkapi sandaran tangan di kedua sisinya, <strong>T</strong><strong>aby Sofa</strong> membuat siapapun yang mendudukinya merasa rileks dan betah berlama-lama. Ukurannya yang luas juga memungkinkan&nbsp;Anda menerima lebih banyak sahabat dan kerabat di rumah. <strong>Taby Sofa</strong> disangga oleh kaki berbahan kayu yang menampilkan kesan hangat tetapi dinamis di ruang tamu Anda.</p>",http://fabelio.com/taby-sofa-2-seater-basil.html,3899000,,,http://fabelio.com/media/catalog/product/t/a/taby-basil-2.jpg,,,simple,,Green,,,,,1,,
EMOSF00501L2312,"Taby Sofa 2 Seater (Ocean)","<p>Jadikan ruang tamu rumah dan kantor Anda sebagai tempat yang nyaman untuk dikunjungi dengan <strong>Taby Sofa</strong>. Dilengkapi sandaran tangan di kedua sisinya, <strong>T</strong><strong>aby Sofa</strong> membuat siapapun yang mendudukinya merasa rileks dan betah berlama-lama. Ukurannya yang luas juga memungkinkan&nbsp;Anda menerima lebih banyak sahabat dan kerabat di rumah. <strong>Taby Sofa</strong> disangga oleh kaki berbahan kayu yang menampilkan kesan hangat tetapi dinamis di ruang tamu Anda.</p>",http://fabelio.com/taby-sofa-2-seater-ocean.html,3899000,,,http://fabelio.com/media/catalog/product/t/a/taby-ocean-2.jpg,,,simple,,Blue,,,,,1,,
EMOCT00301,"Catuai Coffee Table","<p>Anda sedang mencari meja yang dapat melengkapi kesan klasik di rumah Anda? <strong>Catuai Coffee Table</strong> jawabannya! Bidang meja terbuat dari kayu lapis dengan veneer sungkai yang kokoh ditopang oleh empat kaki berbahan mahoni. Jangan lupakan pula desain permukaannya yang tidak akan Anda temui di produk lain. Pola vertikal yang tak hanya memanjakan mata, tetapi teksturnya juga mencegah cangkir kopi Anda tergelincir. </p>",http://fabelio.com/catuai-coffee-table.html,1799000,,,http://fabelio.com/media/catalog/product/c/a/catuai-coffee-table-1_1.jpg,,,simple,,Brown,,,,,1,,
EMOCT00302,"Bergendal Coffee Table","<p>Awali hari Anda dengan seduhan kopi yang disajikan di atas <strong>Bergendal Coffee Table</strong>. Desain persegi dan pola serat kayu yang indah memberi sentuhan alami sekaligus kokoh di rumah Anda. Terbuat dari kayu lapis yang dilapisi veneer menjadikan produk ini perpaduan sempurna dari keindahan dan kekuatan. Khawatir akan percikan kopi? Tenang, tekstur permukaannya yang halus membuat meja <strong>Bergendal</strong> mudah dibersihkan dan tentu saja, menghemat waktu Anda. Sangat cocok untuk teman bersantai bersama sahabat dan kerabat di pagi dan sore hari.</p>
",http://fabelio.com/bergendal-coffee-table.html,1999000,,,http://fabelio.com/media/catalog/product/b/e/bergendal-1.jpg,,,simple,,Brown,,,,,1,,
EMOCT00303,"Java Coffee Table","<p>Perbincangan bersama kerabat kini terasa lebih hangat dengan kehadiran <strong>Java Coffee Table</strong> di ruangan. Dirancang dengan desain yang simpel, namun tetap dengan permukaan yang leluasa, <strong>Java Coffee Table</strong> terbuat dari kayu lapis serta kayu jati solid untuk kaki-kakinya, yang akan membuat rumah Anda semakin elegan nan berkesan. Anda tak perlu ragu lagi untuk mengundang kerabat untuk berkunjung ke rumah Anda.</p>",http://fabelio.com/java-coffee-table.html,2099000,,,http://fabelio.com/media/catalog/product/j/a/java-coffee-table_pic1.jpg,,,simple,,Brown,,,,,1,,
EMOCT00304,"Mandailing Coffee Table","<p>Beri sentuhan manis pada rumah Anda dengan <strong>Mandailing Coffee Table</strong>. Sajian hangat untuk tamu terkasih akan menjadi lebih istimewa dan pastikan tidak ada momen yang terlewati bersamanya.  Dengan aksen lingkaran yang unik di atasnya, <strong>Mandailing Coffee Table</strong> dirancang dari kayu lapis dan veneer kualitas terbaik yang bisa membuat suasana bersama tamu semakin erat.</p>",http://fabelio.com/mandailing-coffee-table.html,1799000,,,http://fabelio.com/media/catalog/product/m/a/mandailing-coffe-table-1.jpg,,,simple,,Brown,,,,,1,,
EMODC00501L1,"Kanigoro Dining Chair","<p>Keunikan desain <strong>Kanigoro Dining Chair</strong> terletak pada ketegasan garis-garis yang ditampilkan. Kursi ini juga dilengkapi dengan sandaran tangan di kedua sisinya untuk menjamin Anda tetap santai selama menyantap makanan. Bagian dudukannya terbuat dari plywood berpadu dengan sandaran berbahan kayu jati solid. Warna cokelat alami kayu akan memancarkan kehangatan di ruang makan Anda.</p>",http://fabelio.com/kanigoro-dining-chair.html,1099000,,,http://fabelio.com/media/catalog/product/k/a/kanigoro-dining-chair-1.jpg,,,simple,,Brown,,,,,1,,
